type	freq
smiling	2725
smilingly	48
smirch	2
smirched	2
smirk	89
smirked	62
smirking	53
smirks	14
smite	16
smites	3
smithereen	1
smithereens	27
smiting	10
smitten	81
smock	95
smocks	29
smog	164
smogs	32
smoke	4028
smoked	849
smokeless	37
smoker	261
smokers	657
smokes	143
smokestack	23
smokestacks	7
smokey	48
smokier	2
smokiness	3
smoking	3103
smoky	225
smoldering	2
smolt	2
smolts	4
smooch	8
smooching	8
smoochy	11
smooth	3195
smoothed	373
smoother	190
smoothest	27
smoothie	25
smoothies	4
smoothing	319
smoothly	954
smoothness	142
smooths	27
smoothy	6
smorgasbord	9
smote	30
smother	94
smothered	178
smothering	68
smothers	19
smoulder	33
smouldered	40
smouldering	207
smoulders	6
smudge	90
smudged	81
smudges	43
smudging	15
smug	267
smuggle	87
smuggled	228
smuggler	52
smugglers	158
smuggles	1
smuggling	363
smugly	103
smugness	45
smut	32
smutty	24
snack	359
snacked	2
snacking	11
snacks	388
snaffle	20
snaffles	3
snag	222
snagged	44
snagging	20
snags	88
snail	313
snails	249
snake	799
snaked	75
snakes	480
snaking	75
snap	806
snapdragon	4
snapdragons	7
snapped	1780
snapper	70
snappers	16
snappier	4
snappiest	2
snappily	9
snappiness	4
snapping	257
snappy	98
snaps	217
snapshot	158
snapshots	106
snare	91
snared	37
snares	60
snaring	12
snarl	117
snarled	281
snarling	129
snarls	36
snatch	310
snatched	673
snatcher	14
snatchers	25
snatches	126
snatching	196
snazzier	2
snazziest	2
snazzy	29
sneak	260
sneaked	132
sneaker	8
sneakers	40
sneakily	12
sneaking	120
sneaks	24
sneaky	78
sneck	7
sneer	172
sneered	181
sneerer	1
sneerers	2
sneering	93
sneeringly	13
sneers	26
sneeze	88
sneezed	39
sneezes	25
sneezing	73
snick	8
snicked	6
snicker	7
snickered	10
snickering	8
snickers	6
snicking	3
snicks	1
snide	58
sniff	310
sniffed	473
sniffer	51
sniffers	24
sniffing	368
sniffle	10
sniffled	7
sniffles	8
sniffling	8
sniffs	52
sniffy	41
snifter	9
snifters	3
snigger	50
sniggered	45
sniggering	36
sniggers	23
snip	159
snipe	103
sniped	8
sniper	126
snipers	64
snipes	13
sniping	62
snipped	49
snippet	33
snippets	90
snipping	27
snips	26
snit	5
snitch	4
snitched	2
snitcher	1
snitching	2
snivel	2
snivelling	36
snivels	1
snob	117
snobberies	7
snobbery	122
snobbish	60
snobbishness	15
snobby	25
snobs	36
snog	30
snogged	9
snogging	28
snogs	1
snood	5
snoods	4
snook	35
snooker	477
snookered	7
snookering	1
snookers	2
snooks	3
snoop	19
snooped	5
snooper	8
snoopers	13
snooping	52
snoops	5
snoopy	53
snoot	7
snootiness	2
snooty	41
snooze	54
snoozed	9
snoozes	5
snoozing	22
snore	92
snored	39
snorer	5
snorers	11
snores	50
snoring	182
snorkel	19
snorkeling	1
snorkeller	1
snorkellers	1
snorkelling	53
snorkels	8
snort	147
snorted	290
snorter	8
snorters	1
snorting	99
snorts	39
snot	46
snottily	1
snotty	42
snout	114
snouts	25
snow	3761
snowdrop	17
snowdrops	95
snowed	78
snowiest	1
snowing	104
snows	93
snowy	217
snr	45
snub	183
snubbed	80
snubbing	22
snubs	28
snuck	11
snuff	164
snuffed	71
snuffer	10
snuffers	2
snuffing	16
snuffle	13
snuffled	22
snuffles	10
snuffling	36
snuffs	5
snug	174
snuggle	28
snuggled	84
snuggles	8
snuggling	34
snugly	88
snugness	6
so	242541
soak	363
soaked	621
soaking	356
soaks	36
soap	1327
soapbox	45
soapboxes	1
soaps	174
soapstone	12
soapy	133
soar	229
soared	459
soaring	473
soars	66
soave	6
sob	218
soba	5
sobbed	226
sobbing	316
sober	609
sobered	72
soberer	2
soberest	1
sobering	120
soberly	92
soberness	1
sobers	29
sobriety	45
sobriquet	30
sobriquets	3
sobs	180
soccer	1354
sociabilities	1
sociability	95
sociable	173
sociably	3
social	42223
socialisation	180
socialise	62
socialised	72
socialises	1
socialising	74
socialism	1648
socialisms	3
socialist	3465
socialiste	41
socialists	714
socialite	38
socialites	21
socialization	244
socialize	22
socialized	82
socializes	2
socializing	45
socially	1534
societal	208
societies	4283
society	23603
socio	1061
sociobiological	11
sociobiologist	2
sociobiologists	25
sociobiology	57
sociocultural	31
sociodemographic	10
sociodemography	2
socioeconomic	161
socioeconomically	3
sociolinguistic	127
sociolinguistics	64
sociological	811
sociologically	45
sociologies	3
sociologist	208
sociologists	520
sociology	1952
sociometric	4
sociopath	5
sociopathic	9
sociopaths	4
sociopolitical	9
sock	236
socket	624
sockets	364
sockeye	3
socks	958
socratic	37
soda	399
sodalities	2
sodality	3
sodas	8
sodden	219
sodium	938
sodom	42
sodomise	2
sodomised	4
sodomising	2
sodomite	16
sodomites	1
sodomized	1
sodomy	47
sofa	943
sofas	126
soffit	16
soffits	6
soft	6231
softball	12
soften	344
softened	446
softener	32
softeners	13
softening	265
softens	61
softer	437
softest	42
softie	34
softies	15
softly	2326
softness	248
software	9476
softy	25
soggiest	1
soggily	2
sogginess	1
soggy	169
soil	4232
soiled	201
soiling	86
soils	734
soir	25
soiree	26
soirees	9
soissons	28
sojourn	100
sojourns	11
soke	20
sola	22
solace	154
solano	6
solanum	8
solar	1355
solarium	122
solariums	5
sold	8455
solder	116
soldered	70
solderer	1
soldering	60
solders	16
soldier	1811
soldiered	23
soldiering	39
soldiers	3492
soldiery	35
sole	2407
solecism	11
solecisms	8
soled	57
soleil	28
solely	1640
solemn	469
solemnised	2
solemnising	1
solemnities	5
solemnity	90
solemnization	2
solemnized	6
solemnly	274
solenoid	59
solenoids	6
soles	230
soleus	2
solicit	72
solicitation	33
solicitations	12
solicited	63
soliciting	113
solicitor	3225
solicitors	2613
solicitous	76
solicitously	30
solicitousness	1
solicits	6
solicitude	46
solid	3700
solidago	5
solidarities	11
solidarity	1132
solidification	11
solidified	62
solidifies	21
solidify	32
solidifying	21
solidities	2
solidity	134
solidly	226
solids	329
solidus	3
soliloquies	25
soliloquized	1
soliloquizes	1
soliloquy	71
solipsism	35
solipsist	29
solipsistic	15
solitaire	33
solitarily	1
solitariness	9
solitary	823
soliton	17
solitons	15
solitude	352
solitudes	13
solo	1218
soloed	15
soloing	27
soloist	166
soloists	132
solos	176
solstice	40
solstices	3
solubility	96
soluble	351
solus	12
solute	101
solutes	14
solution	6816
solutions	2546
solve	1917
solved	1142
solvencies	1
solvency	81
solvent	733
solvents	291
solver	62
solvers	17
solves	124
solving	1140
soma	31
somas	1
somata	1
somatic	60
sombre	391
sombrely	45
sombreness	8
sombrero	20
sombreros	4
some	167385
somebody	7013
somehow	4226
someone	17790
somersault	52
somersaulted	38
somersaulting	24
somersaults	44
somethin	68
something	50186
sometime	689
sometimes	19959
somewhat	4537
somewhere	6652
somite	7
somites	16
sommelier	12
sommeliers	3
somnambulism	2
somnambulist	7
somnambulistic	3
somnambulistically	3
somnolence	10
somnolent	19
somnolently	4
son	13051
sonar	167
sonars	4
sonata	245
sonatas	125
sonatina	4
sonatinas	2
sone	9
sones	1
song	4146
songs	2830
sonic	231
sonicated	18
sonicating	1
sonnet	209
sonnets	178
sonny	210
sonogram	9
sonograms	2
sonograph	1
sonographic	2
sonography	5
sonority	26
sonorous	51
sonorously	8
sons	3430
soon	19859
sooner	1714
soonest	34
soot	207
sooth	10
soothe	176
soothed	146
soother	6
soothers	2
soothes	35
soothing	397
soothingly	95
soothsayer	18
soothsayers	6
soothsaying	4
sooty	179
sop	45
sophism	1
sophist	7
sophisticate	11
sophisticated	2445
sophisticates	15
sophistication	518
sophistications	6
sophistry	12
sophomore	1
soporific	38
sopped	4
sopping	24
soppy	48
soprano	213
sopranos	32
sops	12
sora	6
sorbet	34
sorbets	10
sorbitol	4
sorcerer	52
sorcerers	69
sorceress	39
sorceresses	1
sorceries	5
sorcery	116
sordid	191
sordidly	1
sordidness	4
sore	871
sorel	6
sorely	167
soreness	56
sorer	4
sores	137
sorghum	45
sorn	10
sorns	1
sororities	2
sorority	5
sorption	4
sorrel	132
sorrels	3
sorrier	17
sorriest	3
sorrow	547
sorrowful	58
sorrowfully	27
sorrowing	30
sorrows	116
sorry	10792
sort	26965
sorted	1245
sortie	110
sorties	128
sorting	752
sorts	2952
sot	20
soteriology	4
soth	4
sots	2
sotto	30
sou	29
soubrette	5
soubriquet	14
soubriquets	2
souchong	7
souffle	38
souffles	3
sough	12
soughed	4
soughing	13
soughs	1
sought	5390
souk	35
souks	15
soul	3079
soulful	40
soulfully	13
soulless	58
soullessly	1
souls	781
sound	14083
soundbite	8
soundbites	4
sounded	2702
sounder	57
soundest	17
sounding	917
soundings	73
soundless	50
soundlessly	57
soundly	179
soundness	90
sounds	5800
soup	1320
soupcon	5
soups	123
soupy	10
sour	660
source	9138
sourced	71
sources	6586
sourcing	57
sourdough	2
soured	123
sourer	3
sourest	2
souring	20
sourly	133
sourness	25
sours	10
sous	49
souse	1
soused	15
sousing	2
soutane	13
soutanes	2
south	26057
southerly	100
southern	5515
southerner	38
southerners	64
southernmost	59
southpaw	11
southpaws	1
souvenir	259
souvenirs	219
sovereign	1099
sovereigns	108
sovereignties	5
sovereignty	1206
sow	334
sowed	45
sower	24
sowers	5
sowing	197
sowings	8
sown	354
sows	107
soy	110
soya	133
sp	223
spa	518
space	13232
spaced	413
spacer	18
spacers	27
spaces	1506
spacey	16
spacier	1
spacing	294
spacious	642
spaciously	6
spaciousness	53
spade	331
spadeful	3
spades	165
spaghetti	275
spaghettini	2
spall	2
spallation	1
spalled	1
spalling	4
spam	62
spammed	1
span	840
spandau	27
spandex	3
spandrel	4
spandrels	21
spangle	9
spangled	56
spangling	2
spaniel	95
spaniels	35
spank	19
spanked	13
spanker	2
spankers	1
spanking	82
spanks	4
spanned	147
spanner	163
spanners	53
spanning	292
spans	223
spar	239
spare	2899
spared	494
spares	212
sparing	92
sparingly	145
spark	577
sparked	483
sparking	68
sparkle	281
sparkled	169
sparkler	21
sparklers	23
sparkles	32
sparkling	764
sparkly	30
sparks	454
sparky	38
sparling	5
sparred	9
sparring	126
sparrow	208
sparrows	99
spars	104
sparse	335
sparsely	147
sparseness	6
sparsity	16
spas	46
spasm	189
spasmodic	77
spasmodically	45
spasms	100
spastic	49
spasticity	79
spastics	58
spat	505
spate	326
spates	4
spatial	1271
spatially	122
spatio	53
spatiotemporal	9
spatiotemporally	2
spats	30
spatter	24
spattered	122
spattering	36
spatters	2
spatula	37
spatulas	8
spawn	191
spawned	205
spawning	247
spawns	17
spay	3
spayed	19
spaying	17
speak	9081
speakeasies	3
speakeasy	6
speaker	8746
speakers	2246
speaking	6400
speaks	1400
spean	20
spear	351
speared	58
spearing	30
spearmint	9
spears	232
spec	120
special	21952
speciale	36
specialisation	263
specialisations	23
specialise	298
specialised	1105
specialises	292
specialising	323
specialism	93
specialisms	103
specialist	4250
specialists	1402
specialities	226
speciality	479
specialization	324
specializations	20
specialize	156
specialized	794
specializes	40
specializing	105
specially	2025
specials	250
specialties	97
specialty	139
speciation	27
specie	27
species	9684
specifiable	17
specific	12072
specifically	3731
specification	1357
specifications	781
specificities	30
specificity	566
specifics	73
specified	3325
specifier	12
specifiers	25
specifies	285
specify	1277
specifying	449
specimen	1060
specimens	1476
specious	57
speciously	1
speciousness	1
speck	108
speckle	4
speckled	153
speckles	8
speckling	6
specks	71
specs	112
spect	35
spectacle	619
spectacles	542
spectacular	1931
spectacularly	198
spectate	3
spectated	1
spectating	10
spectator	484
spectatorial	1
spectators	664
specter	5
spectra	359
spectral	199
spectre	241
spectres	36
spectrograph	5
spectrographic	3
spectrographs	5
spectrography	1
spectrometer	71
spectrometers	28
spectrometry	62
spectrophotometer	26
spectrophotometers	20
spectrophotometric	6
spectrophotometrically	8
spectrophotometry	13
spectroscope	9
spectroscopic	25
spectroscopist	3
spectroscopists	4
spectroscopy	176
spectrum	1644
spectrums	1
specular	14
speculate	430
speculated	189
speculates	41
speculating	139
speculation	1681
speculations	164
speculative	671
speculatively	69
speculator	60
speculators	189
speculum	40
sped	304
speech	7827
speeches	1009
speechless	194
speed	8328
speeded	169
speeder	48
speeders	8
speedier	52
speediest	7
speedily	219
speeding	485
speedometer	27
speedometers	3
speeds	1041
speedway	136
speedy	515
speer	16
speirs	20
speleologist	7
speleologists	3
speleology	2
spell	2311
spelled	260
spelling	1096
spellings	156
spells	633
spelt	448
spelunkers	1
spend	7329
spender	130
spenders	75
spending	6706
spends	743
spendthrift	34
spendthrifts	6
spent	11474
sperm	441
spermatophores	1
spermatozoa	28
spermatozoon	11
spermicidal	7
spermicide	22
sperms	39
spew	41
spewed	50
spewing	44
spews	6
sphagnum	37
sphenoid	1
sphere	1222
spheres	522
spherical	184
spherically	23
spheroid	10
spheroidal	4
spheroids	3
sphincter	347
sphinx	91
sphinxes	8
sphygmomanometer	12
sphygmomanometry	1
sphynx	13
spic	7
spica	2
spice	392
spiced	145
spices	297
spicier	6
spiciest	1
spiciness	1
spicing	4
spick	25
spics	1
spicule	1
spicules	24
spicy	208
spider	687
spiders	358
spidery	39
spied	100
spiel	38
spiels	3
spier	7
spies	343
spiff	1
spiffed	2
spiffing	13
spigot	16
spigots	3
spike	390
spiked	142
spikes	276
spikey	15
spikier	2
spikiness	5
spiking	28
spiky	174
spile	19
spiles	2
spill	509
spillage	100
spillages	45
spilled	423
spiller	15
spillers	9
spilling	309
spills	237
spilt	221
spin	1217
spina	64
spinach	203
spinal	423
spinally	3
spindle	123
spindles	51
spindly	82
spindrift	16
spine	1040
spinel	4
spineless	38
spinelessly	2
spinelessness	3
spinels	7
spines	480
spinet	8
spinets	8
spink	64
spinnaker	57
spinnakers	14
spinner	285
spinneret	1
spinnerets	3
spinners	219
spinney	30
spinneys	11
spinning	897
spins	148
spinster	143
spinsterhood	17
spinsterish	5
spinsters	36
spiny	87
spiracle	2
spiracles	6
spiral	694
spiralled	57
spiralling	196
spirally	12
spirals	99
spire	233
spirea	1
spires	202
spirit	6424
spirited	410
spiritedly	20
spirits	1881
spiritual	2312
spiritualised	3
spiritualism	30
spiritualist	62
spiritualists	29
spirituality	226
spiritualized	28
spiritually	180
spit	460
spital	5
spite	2914
spiteful	127
spitefully	31
spitefulness	8
spitfire	231
spitfires	82
spits	103
spitting	324
spittle	82
spittoon	5
spittoons	5
spitz	13
spiv	12
spivs	15
spivvy	8
splash	539
splashed	346
splashes	126
splashing	269
splat	36
splats	6
splatted	1
splatter	33
splattered	81
splattering	26
splatters	4
splay	26
splayed	111
splaying	15
splays	6
spleen	150
spleens	6
splendid	1659
splendidly	172
splendor	7
splendors	4
splendour	351
splendoured	5
splendours	40
splenectomy	6
splenetic	10
splenetically	1
splenic	70
splice	64
spliced	68
splicer	2
splices	17
splicing	95
spliff	27
spliffs	7
spline	8
splines	9
splint	29
splinter	147
splintered	107
splintering	51
splinters	125
splintery	7
splints	39
split	4038
splits	278
splitting	653
splodge	15
splodged	2
splodges	12
splodging	2
splosh	14
sploshed	1
sploshes	1
sploshing	1
splotch	4
splotched	2
splotches	3
splurge	48
splurged	2
splurges	1
splurging	1
splutter	41
spluttered	122
spluttering	87
splutters	24
spoil	637
spoiled	399
spoiler	33
spoilers	12
spoiling	213
spoils	215
spoilsport	21
spoilsports	4
spoilt	365
spoke	6560
spoked	9
spoken	3629
spokes	147
spokeshave	10
spokeshaves	4
spondylitis	8
sponge	499
sponged	22
sponges	120
spongiform	41
sponginess	8
sponging	46
spongy	70
sponsor	744
sponsored	1916
sponsoring	244
sponsors	795
sponsorship	1209
sponsorships	33
spontaneity	176
spontaneous	1021
spontaneously	444
spoof	63
spoofing	4
spoofs	5
spook	37
spooked	31
spookier	1
spooking	3
spooks	20
spooky	131
spool	69
spooled	5
spooling	27
spools	23
spoon	843
spooned	58
spoonerism	1
spoonerisms	2
spoonful	119
spoonfuls	42
spooning	39
spoons	179
spoonsful	1
spoor	24
sporadic	341
sporadically	69
spore	31
spores	170
sporran	12
sporrans	2
sport	4572
sported	147
sporting	1501
sports	4471
sporty	82
spot	5050
spotless	115
spotlessly	41
spots	1326
spotted	1629
spotter	49
spotters	46
spotting	264
spotty	108
spouse	639
spouses	242
spout	130
spouted	30
spouting	42
spouts	35
spp	127
sprain	33
sprained	60
spraining	4
sprains	23
sprang	611
sprat	30
sprats	10
sprawl	94
sprawled	251
sprawling	235
sprawls	12
spray	1080
sprayed	344
sprayer	51
sprayers	18
spraying	308
sprays	218
spread	6201
spreadable	1
spreadeagle	5
spreadeagled	33
spreadeagling	1
spreader	32
spreaders	15
spreading	1366
spreads	475
spreadsheet	603
spreadsheets	240
spree	186
sprees	14
sprig	59
sprigged	27
sprightlier	1
sprightliness	4
sprightly	79
sprigs	81
spring	6074
springbok	77
springboks	100
springer	64
springers	6
springier	2
springiest	2
springiness	10
springing	244
springs	942
springy	94
sprinkle	315
sprinkled	193
sprinkler	95
sprinklers	47
sprinkles	6
sprinkling	166
sprint	357
sprinted	96
sprinter	169
sprinters	71
sprinting	93
sprints	29
sprit	7
sprite	46
sprites	37
spritz	7
spritzer	11
spritzers	3
spritzing	1
sprocket	16
sprockets	4
sprog	5
sprogs	5
sprout	138
sprouted	88
sprouting	136
sprouts	187
spruce	288
spruced	21
sprucely	1
spruces	5
sprucing	11
sprue	5
sprues	3
sprung	385
spry	38
spryer	1
spryly	2
spud	41
spuds	67
spume	38
spun	696
spunk	84
spunky	14
spur	490
spurge	8
spurious	268
spuriously	9
spuriousness	1
spurn	46
spurned	106
spurning	14
spurns	15
spurred	282
spurring	27
spurs	750
spurt	110
spurted	51
spurting	46
spurts	39
sputnik	43
sputniks	5
sputter	8
sputtered	12
sputtering	19
sputum	68
spy	751
spying	216
sq	1060
squab	10
squabble	77
squabbled	19
squabbles	79
squabbling	111
squad	2525
squaddie	17
squaddies	27
squaddy	2
squadron	1242
squadrons	187
squads	315
squalid	150
squalidly	1
squalidness	1
squall	61
squalls	50
squally	13
squalor	186
squalors	3
squalour	1
squamous	75
squander	45
squandered	120
squandering	47
squanders	8
square	7168
squared	709
squarely	249
squareness	7
squarer	18
squares	942
squarest	1
squaring	74
squash	615
squashed	245
squashes	14
squashing	46
squashy	20
squat	389
squats	61
squatted	189
squatter	55
squatters	145
squatting	226
squaw	19
squawk	51
squawked	40
squawkers	1
squawking	50
squawks	16
squaws	2
squeak	189
squeaked	99
squeaker	2
squeakers	1
squeakiest	1
squeaking	64
squeaks	67
squeaky	109
squeal	122
squealed	114
squealer	3
squealers	4
squealing	113
squealings	1
squeals	47
squeamish	62
squeamishly	3
squeamishness	18
squeegee	17
squeegees	4
squeeze	979
squeezebox	2
squeezed	946
squeezes	59
squeezing	327
squelch	20
squelched	29
squelches	2
squelching	32
squelchy	13
squib	30
squibs	9
squid	159
squids	19
squiffy	9
squiggle	10
squiggles	31
squiggling	1
squill	3
squills	2
squinch	3
squinches	15
squinnied	1
squinnying	2
squint	97
squinted	136
squinting	97
squints	16
squinty	4
squire	332
squirearchy	16
squireen	1
squireens	2
squires	150
squirm	56
squirmed	98
squirming	71
squirms	13
squirrel	239
squirreled	2
squirreling	1
squirrels	153
squirt	99
squirted	50
squirter	3
squirters	2
squirting	28
squirts	38
squish	7
squished	5
squishing	1
st	16983
stab	415
stabbed	713
stabbing	276
stabbings	26
stabile	5
stabiles	2
stabilisation	101
stabilise	179
stabilised	123
stabiliser	62
stabilisers	41
stabilises	24
stabilising	112
stability	2126
stabilization	142
stabilize	145
stabilized	87
stabilizer	19
stabilizers	19
stabilizes	12
stabilizing	77
stable	3471
stabled	74
stabler	31
stables	608
stabling	40
stabs	52
staccato	111
stack	746
stacked	480
stacking	163
stacks	280
stade	15
stadia	63
stadium	970
stadiums	58
