word	lemma
discharge	3076
disciple	645
discipline	9132
disclaim	285
disclose	2055
disclosure	1257
disco	1001
discography	37
discoid	3
discolour	201
discombobulate	3
discomfit	115
discomfort	734
discommode	3
discompose	18
disconcert	462
disconfirm	12
disconnect	397
disconsolate	80
discontent	778
discontinue	505
discontinuity	242
discontinuous	99
discord	273
discotheque	71
discount	3343
discourage	1313
discourse	2731
discover	14405
discredit	601
discreet	3528
discrepancy	683
discrete	521
discriminant	39
discriminate	3650
discursive	303
discus	106
discuss	26349
disdain	402
disease	10952
disembark	147
disembodied	109
disembowel	35
disenchant	235
disenfranchise	94
disengage	180
disentangle	181
disequilibrium	89
disestablish	45
disfavour	55
disfigure	196
disfranchise	11
disgorge	94
disgrace	1016
disgruntled	217
disguise	1476
disgust	1834
dish	3137
dishabille	1
disharmony	57
dishearten	85
dishevelled	153
dishonest	713
dishonour	157
dishy	31
disillusion	661
disincentive	189
disinclined	131
disinfect	373
disinformation	47
disingenuous	82
disinherited	66
disintegrate	712
disinter	23
disinterested	241
disinvestment	13
disjoin	8
disjointed	107
disjunction	112
disjuncture	18
dislike	1765
dislocate	383
dislodge	273
disloyal	168
dismal	493
dismantle	857
dismast	9
dismay	820
dismember	175
dismiss	6345
dismount	226
disobedient	293
disobey	155
disoblige	7
disorder	2896
disorganized	213
disorientate	287
disown	127
disparage	220
disparate	296
disparity	397
dispassionate	157
dispel	446
dispense	1240
disperse	1549
dispiriting	157
displace	1365
display	11145
displease	177
displeasure	187
disport	13
dispose	4514
disposition	849
dispossess	178
dispraise	1
disproof	10
disproportion	530
disprove	189
dispute	5734
disqualify	707
disquiet	273
disquisition	20
disregard	840
disrepair	79
disreputable	91
disrepute	152
disrespect	175
disrobe	12
disrupt	2320
dissatisfy	1038
dissect	379
dissemble	43
disseminate	706
dissension	92
dissent	1065
dissentient	14
dissertation	325
disservice	68
dissident	700
dissimulate	27
dissipate	386
dissociate	434
dissolute	27
dissolution	782
dissolve	1678
dissonance	173
dissuade	212
distaff	30
distal	689
distance	8180
distant	2974
distaste	618
distemper	53
distend	206
distich	3
distil	909
distinct	11400
distinguish	6034
distort	2309
distract	1541
distrain	25
distrait	3
distraught	252
distress	2466
distribute	12350
district	9802
distrust	504
disturb	5310
disunion	2
disunity	83
disuse	457
disyllabic	20
dit	23
ditch	1173
dither	190
dithyramb	18
dittany	4
ditto	92
ditty	65
ditz	3
diuresis	6
diuretic	112
diurnal	126
diuron	2
diva	72
divagate	2
divalent	3
divan	115
dive	2598
diverge	872
diverse	2736
diversify	874
diversion	718
divert	1225
diverticulum	42
divertimento	28
divertissement	23
divest	216
divestiture	9
divide	7592
dividend	2510
divine	1606
divinity	255
division	12143
divisive	211
divisor	40
divorce	3205
divot	24
divulgate	1
divulge	153
dixieland	3
dixit	29
dizygotic	10
dizzy	572
djellaba	1
djinn	39
do	539713
dobby	17
doberman	80
dobies	14
dobra	5
docile	196
dock	2451
docket	24
doctor	27561
doctoral	104
doctorate	162
doctrinaire	77
doctrine	2129
docudrama	3
document	11947
documentary	1018
dodder	56
doddle	67
dodecahedra	11
dodge	704
dodgem	36
dodgy	317
dodo	58
doe	619
doff	37
dog	12966
doge	49
dogeared	3
dogfish	28
dogged	410
dogger	6
doggerel	24
doggo	7
doggone	2
dogleg	12
dogma	320
dogmatic	307
dogsbody	37
dogwood	15
doily	17
doit	1
dojo	6
doke	46
dolby	28
dolce	40
doldrum	105
dole	653
doleful	85
dolerite	11
doll	1781
dollar	3912
dollop	76
dolma	2
dolman	10
dolmen	26
dolomite	69
dolorous	15
dolors	4
dolphin	1639
dolt	16
domain	2245
domaine	39
dome	1067
domestic	7211
domesticate	234
domic	19
domicile	328
domiciliary	143
dominance	1100
dominant	3062
dominate	5743
domine	26
domineer	82
domini	21
dominie	2
dominion	412
dominium	4
domino	241
dominus	21
domo	22
domus	18
donate	2410
dong	183
dongle	10
dongola	2
donjon	11
donkey	715
donned	370
donnybrook	8
donor	1109
donzel	3
doo	484
doodad	2
doodah	7
doodle	108
doodlebug	11
doohickey	7
doolally	16
doom	1055
doomsday	60
doon	67
door	31585
doozy	1
dopamine	56
dopaminergic	7
dopant	9
dope	333
dopey	61
doppelganger	19
dor	15
doric	128
dork	12
dormant	303
dormer	71
dormitory	275
dormouse	62
dormy	5
dorp	3
dors	19
dorsal	425
dorsum	2
dory	54
dose	2726
dosh	77
dosimeter	12
doss	82
dosseret	8
dossier	152
dot	2439
dotard	3
dote	141
doth	157
dotterel	6
dotty	227
double	12046
doublespeak	5
doublet	54
doubloon	5
doubt	19905
douce	25
douceur	7
douche	14
dough	343
doughboy	7
doughnut	142
doughty	91
doula	2
dour	180
douse	140
doux	20
dove	499
dovecote	71
dovetail	91
dovey	31
dowager	170
dowdy	79
dowel	83
dower	69
down	97491
downbeat	35
downer	49
downhearted	36
downmarket	27
downplay	36
downright	270
downtrodden	45
downy	58
dowry	165
dowse	94
doxology	2
doxorubicin	1
doxy	10
doxycycline	3
doyen	64
doyenne	11
doze	314
dozen	3639
dozy	62
drab	343
dracaena	2
drachma	37
draconian	130
draconic	3
draff	2
draft	4884
drag	3554
draggle	6
dragnet	17
dragoman	15
dragon	1278
dragonfly	135
dragoon	186
dragster	1
drain	4001
drake	357
dram	114
drama	9522
dramaturge	13
dramaturgy	3
drape	1083
drastic	1088
drat	38
draught	765
draughtsman	177
drave	4
draw	29362
drawback	583
drawdown	12
drawer	1545
drawl	448
dray	53
dread	1101
dreadful	1536
dreadlock	44
dreadnought	108
dream	9457
dreamboat	4
dreamtime	12
dreary	321
dreck	5
dredge	435
dreg	4
dregs	101
dreich	3
drench	303
dress	12490
dressage	91
dresser	346
drib	14
dribble	264
driblet	1
drift	3174
drill	2484
drink	17794
drip	1098
drive	32050
drivel	39
drizzle	284
drogue	10
droid	34
droit	54
droits	7
droll	52
drolly	4
dromedary	9
drone	311
drongo	2
drool	98
droop	365
drop	14152
dropsy	12
drosera	9
dross	48
drought	738
drover	63
droves	98
drown	1657
drowsy	257
drub	53
drudge	112
drug	11085
drugget	6
druid	156
drum	2390
drumlin	9
drunkard	75
drunken	818
drupe	4
dry	10845
dryad	43
dst	14
dual	1714
dub	703
dubbin	3
dubiety	3
dubious	780
duc	153
ducal	191
ducat	21
duce	22
duchess	850
duchy	619
duck	2722
duckie	23
duckweed	14
ducky	28
duct	455
ductal	14
ductile	53
dud	87
duddy	31
dude	99
dudgeon	28
due	17584
duel	290
duende	14
duenna	5
duet	221
duffel	52
duffer	32
duffle	42
dugong	9
duiker	20
duke	3428
dukery	50
dulcet	9
dulcimer	24
dull	2217
dullard	16
dulse	2
dumb	880
dumbbell	10
dumbfound	67
dumbwaiter	1
dumka	4
dummy	543
dump	2580
dumpling	127
dumpster	3
dumpty	52
dumpy	70
dun	349
dunce	34
dunderhead	4
dune	575
dung	276
dungaree	78
dungeon	198
dunite	4
dunk	49
dunnock	44
dunt	3
duo	390
duodecimo	6
duodenum	779
duomo	94
duopoly	57
duotone	4
dupe	198
duple	7
duplex	137
duplicate	987
duplicity	99
dura	10
durable	651
dural	3
duration	1905
durbar	12
dure	7
duress	187
durian	14
during	43538
durn	21
duro	9
durr	7
durst	3
durum	8
dusk	693
dust	4131
duty	12329
duvet	310
dux	35
dwarf	1119
dweeb	5
dwell	2466
dwindle	484
dyad	50
dyarchy	3
dybbuk	44
dye	1277
dyke	483
dynamic	1922
dynamics	624
dynamism	145
dynamite	132
dynamo	112
dynamometer	4
dynast	12
dynasty	716
dyno	8
dysentery	73
dysfunction	213
dysgenic	4
dyslexia	237
dyspepsia	57
dyspeptic	37
dysphasia	11
dysphoria	2
dysplasia	124
dysplastic	16
dyspnoea	55
dysprosium	1
dystopia	9
dystrophy	83
dysuria	16
dz	38
each	60495
eager	2291
eagle	1869
ear	6058
eardrum	59
earl	2709
early	52148
earn	9514
earnest	923
earshot	135
earsplitting	2
earth	10326
earthquake	713
earwig	43
ease	6201
easel	226
easement	97
east	21258
eastern	6317
easy	31108
eat	15888
eau	85
eaux	21
eave	191
eavesdrop	158
ebb	424
ebon	12
ebonite	2
ebony	156
ebullient	131
eccentric	876
ecclesia	19
ecclesial	16
ecclesiastic	836
ecclesiology	22
ecdysis	3
echelon	150
echidna	10
echinacea	3
echinoderm	78
echinoid	2
echo	3661
echocardiogram	3
echocardiograph	19
echolalia	4
eclair	15
eclat	5
eclectic	218
eclipse	527
eclogite	5
eclogue	8
ecole	74
ecological	875
ecology	829
econometric	238
economy	42852
ecosphere	10
ecosystem	283
ecotonal	2
ecotourism	4
ecotype	9
ecru	10
ecstasy	924
ectoderm	14
ectomorph	6
ectopic	41
ectoplasm	10
ectotherm	10
ecumenical	352
eczema	109
edacious	1
edam	52
edaphic	3
eddoe	12
eddy	416
edelweiss	9
edenic	3
edge	10561
edgy	166
edible	255
edict	134
edifice	200
edify	65
edit	10944
edition	3212
educate	35700
educe	7
edutainment	6
eejit	18
eel	394
eelgrass	2
eerie	373
eff	13
efface	130
effect	35262
effective	18281
effectual	40
effectuate	5
effeminate	54
effendi	101
efferent	16
effervesce	75
effete	40
efficacious	64
efficacy	519
efficient	9994
effigy	140
effing	21
effleurage	7
efflorescence	11
effluence	11
effluent	373
effluvia	26
effluxion	33
effort	13508
effrontery	38
effulgent	9
effuse	64
effusion	74
eft	11
egad	4
egalitarian	423
eger	5
egg	6366
egged	57
egghead	24
eggplant	6
eglantine	18
ego	1502
egocentric	74
egomania	9
egotism	45
egregious	40
egress	21
egret	35
eicosapentaenoic	33
eider	82
eiderdown	50
eidetic	28
eidolon	1
eidos	4
eigenvalue	237
eight	32042
eine	18
eisteddfod	48
either	27190
ejaculate	158
eject	426
ejecta	30
ejido	4
eke	79
elaborate	2510
eland	11
elapse	402
elastase	16
elastic	1188
elastin	14
elastomer	22
elastoplast	19
elate	305
elbow	1644
eld	9
elder	6754
elderberry	28
elderflower	40
eldest	1013
elect	26426
elective	288
electorate	1128
electret	12
electric	10436
electrify	354
electro	297
electrocardiogram	37
electrocardiograph	37
electrocautery	2
electrochemical	51
electroconvulsion	8
electrocute	53
electrode	321
electrodynamic	13
electroencephalogram	22
electroencephalograph	19
electroluminescent	7
electrolysis	79
electrolyte	185
electromagnetic	337
electromagnetism	40
electromotive	4
electromyography	5
electron	1659
electronic	5206
electronica	1
electrophoresed	45
electrophoresis	134
electrophoretic	33
electrophysiologic	1
electrophysiological	52
electroplate	18
electroscope	2
electroshock	5
electrostatic	126
electrotype	2
electrum	11
eleemosynary	7
elegance	491
elegant	2029
elegiac	50
elegy	69
element	11918
elemental	251
elementary	712
elephant	1522
elephantiasis	9
elephantine	40
elevate	1509
eleven	4641
elevenses	24
elf	836
elicit	613
elide	36
eligible	1813
eliminate	3020
elision	33
elite	1998
elixir	58
elk	38
ell	152
elle	50
ellipsoid	44
elliptical	302
elm	345
elocute	29
elodea	6
elongate	395
elope	49
eloquent	531
else	25557
eluant	4
eluate	18
elucidate	309
elude	307
eluent	2
elusive	643
elute	93
elver	25
elysian	14
elytra	6
emaciate	116
email	50
emanate	523
emancipate	597
emasculate	58
embalm	427
embankment	430
embarcadero	2
embargo	423
embark	1389
embarrass	4089
embassy	1504
embattled	115
embayment	8
embed	1004
embellish	272
ember	258
embezzle	148
embitter	122
emblazon	113
emblem	333
embody	1432
embolden	67
emboli	24
embolism	21
embolus	4
embonpoint	5
emboss	133
embouchure	4
embrace	2207
embrasure	33
embrocation	8
embroider	780
embroil	173
embryo	949
embryogenesis	30
embryologic	17
embryology	55
embryonal	14
embryonic	265
emend	35
emerald	327
emerge	9816
emergency	4274
emeritus	53
emerod	16
emery	92
emetic	23
emic	3
emigrant	209
emigrate	791
emigre	52
eminence	269
eminent	895
emir	257
emissary	162
emissivity	5
emit	2873
emmental	25
emmer	4
emmet	23
emmy	28
emo	20
emollient	26
emolument	78
emote	6
emotion	7728
emotive	318
empanada	1
empanel	5
empath	31
empathy	370
empennage	4
empereur	25
emperor	2383
emphasis	5527
emphasise	5138
emphatic	572
emphysema	48
empire	3856
empiric	4
empirical	1716
empiricism	121
empiricist	133
emplacement	61
employ	45482
emporia	13
emporium	63
empower	800
empress	388
emption	67
emptor	34
empty	6957
empyema	9
empyrean	4
emu	294
emulate	848
emulsify	17
emulsion	171
enable	10230
enact	1260
enamel	476
enamoured	87
enantiomer	14
encaenia	3
encamp	185
encapsulate	369
encase	211
encaustic	3
enceinte	5
encephalitis	33
encephalogram	6
encephalograph	3
encephalomyelitis	8
encephalopathy	80
enchant	738
enchilada	5
enclave	337
enclitic	1
enclose	2958
encode	764
encomiast	26
encomium	26
encompass	911
encore	229
encounter	4153
encourage	14889
encroach	425
encrypt	61
encumber	120
encumbrance	52
encyclical	46
encyclopedia	457
end	67367
endarterectomy	2
endear	360
endeavour	1316
endemic	306
endemism	9
enders	31
endive	19
endo	28
endocarditis	11
endocrine	132
endocrinologist	16
endoderm	18
endogamy	11
endogenous	196
endolymphatic	1
endometrium	118
endomorph	6
endoplasm	31
endorphin	32
endorse	2282
endoscope	1003
endoskeleton	11
endosperm	4
endothelial	134
endothelin	82
endothelium	91
endotherm	8
endothermic	31
endotoxaemia	32
endotoxin	82
endotracheal	12
endow	1183
endpaper	28
endure	1839
enduro	4
enema	183
enemy	4643
energy	14473
enervate	25
enfant	62
enfilade	8
enfold	83
enforce	4252
engage	6545
engender	377
engine	7121
engineer	10045
engorge	24
engrain	11
engram	14
engrave	722
engross	220
engulf	377
enhance	4758
enigma	250
enigmatic	311
enjambement	2
enjambment	2
enjoin	89
enjoy	16159
enlarge	1502
enlighten	1267
enlist	533
enliven	190
enmity	125
ennead	4
ennoble	45
ennui	28
enologist	2
enormity	128
enormous	4870
enough	31218
enquire	4980
enrich	945
enrol	931
ens	28
ensconce	88
ensemble	512
ensign	107
enslave	160
ensue	912
ensuite	28
ensure	14056
entablature	28
entail	1390
entasis	5
entendre	12
entendres	18
entente	56
enter	14226
enteral	119
enteric	70
enterotoxin	16
enterprise	6045
enterprising	278
entertain	4756
enthalpy	312
enthrone	98
enthuse	249
enthusiasm	2963
enthusiastic	3005
entice	437
entire	11437
entirety	233
entitle	6136
entity	1867
entomology	68
entorhinal	1
entourage	214
entrails	73
entrance	3264
entranced	157
entrant	622
entrap	84
entre	22
entreat	101
entrechat	2
entree	13
entrench	440
entrepot	7
entrepreneur	1244
entropy	302
entry	7267
entwine	149
enumerate	266
enunciate	188
enure	12
enuresis	35
envelope	2064
envious	223
environment	24353
environs	112
envisage	1844
envision	44
envoi	10
envoy	445
envy	1186
enzymatic	69
enzyme	1249
enzymic	13
eolian	2
eon	31
eosin	106
eosinophilia	2
epaulette	47
epee	9
epergne	4
ephebe	1
ephedra	1
ephedrine	10
ephemera	89
ephemeral	148
ephemeris	8
ephor	2
epic	671
epicene	8
epicentre	41
epicopal	25
epicurean	40
epicycle	17
epidemic	670
epidemiology	390
epidermal	78
epidermis	79
epidermoid	8
epidural	66
epigastric	29
epigenetic	38
epiglottis	1
epigon	9
epigram	49
epigraph	24
epilepsy	210
epileptic	111
epilogue	77
epinephrine	69
epiphany	55
epiphenomenal	2
epiphenomenalism	1
epiphenomenon	15
epiphyte	13
episcopal	254
episcopalian	43
episcopate	52
episcope	7
episiotomy	8
episode	2159
epistaxis	3
epistemology	461
epistle	139
epistolary	23
epitaph	133
epitaxy	8
epithalamium	4
epithelial	783
epithet	119
epitome	182
epitomise	269
epitope	78
epizootic	3
epo	33
epoch	261
epode	1
eponym	1
eponymous	92
epoxide	25
epoxy	70
epsilon	108
equable	76
equal	18285
equanimity	82
equate	710
equation	3545
equator	353
equerries	27
equestrian	148
equidistant	35
equilateral	49
equilibrate	78
equilibrium	1756
equine	92
equinox	43
equipage	6
equipment	11188
equipoise	4
equitable	702
equitation	3
equity	2445
equivalence	332
equivalent	4756
equivocal	573
equivocate	52
equuleus	4
era	2286
eradicate	717
erase	475
erbium	1
ere	346
erect	2162
erectile	5
eremite	2
erfurt	12
erg	37
ergative	3
ergo	47
ergometer	1
ergonomics	114
ergosterol	1
ergot	10
ericaceous	9
eridanus	6
ermine	72
ern	8
erode	760
erogenous	16
erosion	1308
erosive	36
erotic	544
erotica	39
err	466
errand	268
errata	21
erratic	465
erroneous	321
error	6084
ersatz	31
erst	4
erstwhile	212
eructation	4
erudite	125
erupt	1539
erysipelas	12
erythema	23
erythrocyte	83
erythromycin	12
erythropoietin	9
escalate	729
escalator	143
escallop	3
escalope	8
escapade	110
escape	7900
escapement	61
escargot	24
escarole	1
escarpment	129
eschar	1
eschatology	35
escheat	23
escherichia	45
eschew	235
escort	1461
escritoire	4
escrow	16
escudo	46
escutcheon	29
ese	8
esoteric	219
espadrille	24
espalier	29
esparto	6
especially	17508
esperanto	36
espionage	252
esplanade	52
espouse	330
espresso	36
esprit	147
espy	23
esque	44
esquire	335
essay	2432
essence	1931
essential	12714
essentialism	42
establish	25470
estancia	12
estate	7390
esteem	974
ester	109
estimable	68
estimate	12064
estop	1
estoppal	28
estoppel	95
estradiol	1
estrange	324
estrin	15
estrogen	2
estrous	10
estuarine	33
estuary	727
et	5452
etat	38
etc	8036
etch	630
eternal	952
eternity	419
eth	14
ethane	15
ethanol	436
ethene	6
ether	166
ethereal	108
ethernet	296
ethic	264
ethical	2148
ethmoid	1
ethnic	2799
ethno	37
ethnocentric	74
ethnogenesis	1
ethnography	394
ethnology	46
ethnomethodology	25
ethnomusicology	4
ethology	169
ethos	434
ethyl	54
ethylene	99
ethyne	4
etic	2
etiolate	8
etiology	10
etiquette	197
etoile	20
etre	56
etudes	44
etymology	107
etymon	3
eucalypt	4
eucalyptus	89
eucharist	237
euclidean	55
eugenic	110
eugenol	2
eukaryotic	126
eulogy	80
eumenical	36
eunuch	130
euonymus	8
euophony	8
euphemism	204
euphony	17
euphorbia	28
euphoria	244
euphoric	79
euphotic	2
eureka	64
euro	1214
eurobond	210
eurodollar	63
europium	4
eurovision	37
eurythmic	6
eurythmics	23
eustachian	3
eustasy	2
eustatic	16
eutectic	18
euthanasia	146
eutrophic	45
evacuate	1045
evacuee	150
evade	536
evaluate	5944
evanescent	33
evangelical	565
evangelise	112
evangelism	172
evangelist	280
evaporate	715
evapotranspiration	6
evasion	299
evasive	211
eve	1613
even	87913
evening	14712
evenly	1576
evensong	56
event	20966
eventide	12
eventing	41
eventually	10067
eventuate	14
ever	27923
everglades	30
evert	73
every	80820
evict	546
evidence	21535
evident	4329
evil	3137
evince	96
eviscerate	17
evocative	211
evoke	1154
evolution	3741
evolve	2225
ewe	354
exacerbate	657
exact	12605
exacted	360
exactitude	30
exaggerate	1708
exalt	306
exam	1570
examen	2
examine	16852
example	43151
exarch	2
exasperate	628
excalibur	56
excavate	1403
exceed	3465
excel	448
excellency	86
excellent	7531
excelsior	59
except	10375
exception	7066
excerpt	153
excess	5353
exchange	11405
exchequer	850
excimer	3
excise	887
excitatory	81
excite	8848
exclaim	1306
exclude	5240
exclusion	1704
exclusive	3977
excommunicate	180
excoriate	30
excrement	115
excrescence	28
excreta	40
excrete	441
excruciating	135
exculpate	22
excursion	829
excursus	16
excuse	3946
execrable	14
execrate	12
execute	3697
executive	9756
executor	308
executrix	9
exedra	7
exegesis	52
exegete	23
exempla	7
exemplar	480
exemplify	735
exemplum	7
exempt	2358
exequy	9
exercise	12895
exert	1456
exes	7
exeunt	11
exfoliate	38
exhale	167
exhaust	3331
exhibit	9339
exhilarate	460
exhort	385
exhume	55
exigency	96
exigible	4
exiguous	12
exile	1663
exilic	15
exist	28191
existential	308
exit	1553
exobiology	1
exocet	55
exocrine	50
exodus	414
exogamy	19
exogenous	140
exonerate	113
exongenous	30
exorbitant	107
exorcise	218
exoskeleton	31
exosphere	6
exoteric	1
exothermic	42
exotic	1203
exotica	27
exotoxin	18
expand	5514
expanse	627
expansion	3836
expat	23
expatiate	16
expatriate	378
expect	38680
expectorate	20
expedient	450
expedite	92
expedition	1500
expeditious	62
expel	864
expend	410
expenditure	5739
expense	4725
expensive	6230
experience	31829
experiment	9892
expert	7697
expertise	2617
expiate	32
expire	955
expiry	343
explain	25955
explant	15
expletive	57
explicable	492
explicate	98
explicit	3240
explode	1743
exploit	4460
explore	7334
explosion	3397
expo	259
exponent	394
exponential	166
export	6836
expose	6478
exposition	354
expository	28
expostulate	34
expound	229
express	24255
expressionist	187
expressway	38
expropriate	163
expulsion	428
expunge	55
expurgate	22
exquisite	677
extant	232
extemporary	3
extemporize	35
extend	11192
extension	4321
extensional	42
extensive	4971
extent	9974
extenuate	24
exterior	719
exterminate	173
extern	2
external	5567
extinct	1064
extinguish	464
extirpate	24
extol	151
extort	255
extra	10533
extract	3976
extracurricular	13
extradite	450
extragalactic	9
extrajudicial	48
extralegal	6
extralinguistic	14
extramarital	18
extramural	22
extraneous	100
extraordinaire	28
extraordinary	3415
extrapolate	326
extrasensory	6
extraterrestrial	48
extraterritorial	17
extravagance	202
extravagant	517
extravaganza	148
extravasate	12
extreme	11705
extremis	31
extremum	5
extricate	146
extrinsic	97
extrovert	221
extrude	134
exuberant	355
exudate	24
exude	204
exult	203
exurban	4
eya	17
eye	39570
eyebrow	1260
eyelash	192
eyetooth	2
eyrie	39
fable	255
fabliaux	196
fabric	2853
fabricate	430
fabulist	5
fabulous	844
facade	320
face	48035
facet	703
facetious	79
facial	595
facie	328
facies	107
facile	104
facilitate	1984
facility	9745
facsimile	279
fact	42194
faction	1604
factious	14
factitious	8
facto	405
factoid	4
factor	15131
factorial	54
factorise	38
factory	6174
factotum	23
factual	857
faculty	1678
fad	225
fade	2502
fado	11
faeces	776
faff	18
fag	357
faggot	79
fahrenheit	135
faience	31
fail	16947
faille	7
failure	8792
fain	13
faint	3001
fair	19210
faire	211
fairs	301
fairway	271
fairy	1201
fait	121
faith	6964
fajitas	2
fake	840
fakir	8
falchion	2
falciparum	27
falcon	461
falconet	13
fall	33055
fallacy	292
fallible	352
fallopian	62
fallow	133
false	4454
falsetto	35
falter	509
fame	1469
familiar	7284
family	42642
famine	715
famished	37
famous	6653
fan	5467
fanatic	643
fancy	3222
fandango	18
fandom	3
fane	14
fanfare	112
fang	202
fangled	55
fanlight	19
fannies	12
fantail	19
fantasia	58
fantastic	1247
fantasy	2023
fanzine	118
far	41207
farce	439
farceur	3
farcy	2
fare	1990
farewell	789
farfetched	15
farina	13
farinaceous	3
farm	18795
farouche	3
farrago	22
farrier	103
farrow	146
farsi	8
fart	243
farthing	103
farthingale	9
fas	10
fasce	6
fascia	100
fascicle	8
fasciitis	1
fascinate	3159
fascism	674
fascist	1130
fash	14
fashion	8173
fast	11887
fastback	13
fasten	969
fastidious	174
fastigiate	2
fastness	25
fasts	398
fat	6101
fatal	1918
fatale	39
fate	2472
fateful	191
father	24706
fathom	318
fatigue	605
fatso	9
fatuity	4
fatuous	84
fatwa	57
fauces	2
faucet	12
faugh	5
faulds	23
fault	5210
faun	17
fauna	485
fauve	39
faux	52
fava	3
fave	75
favela	22
favour	12390
favourite	5643
fawn	201
fax	1556
fayre	98
faze	29
fealty	51
fear	15741
fearsome	260
feasible	1351
feast	1105
feat	534
feather	1673
featherweight	75
feature	17412
febrifuge	5
febrile	36
february	11520
feck	4
feckless	84
feculent	2
fecund	113
fedayeen	10
federal	4022
federate	2326
federative	13
fedora	32
fee	5948
feeble	665
feed	9675
feel	72624
feign	205
feint	33
feisty	30
feldspar	86
felicitation	7
felicity	464
feline	171
felis	15
fellahin	9
fellate	6
fellatio	36
felled	807
fellow	6653
felon	130
felspar	5
felucca	32
felwort	2
fem	23
female	10030
feminine	1211
feminism	705
feminist	2661
feminity	2
feminize	25
femme	119
femora	14
femoral	16
femtosecond	11
femur	91
fen	749
fence	2905
fend	904
fenestra	3
fenestrate	16
fennel	85
fentanyl	14
fenugreek	8
feodary	7
feoff	26
feral	120
feria	5
ferlie	5
fermata	4
ferment	439
fermion	4
fern	500
ferocious	400
ferocity	211
ferret	631
ferric	36
ferricyanide	10
ferrite	14
ferritin	12
ferromagnet	3
ferromagnetic	10
ferrous	87
ferrule	36
ferry	1884
ferryman	48
fertile	3517
fervent	355
fervid	10
fervour	280
fescue	10
fess	4
fest	21
festal	6
fester	115
festival	3565
festive	641
festoon	139
festschrift	6
feta	18
fetal	359
fetch	1955
fete	178
fetid	53
fetish	178
fetlock	17
fetter	279
fetting	11
fettle	30
fettling	7
fettuccine	6
fetus	176
feud	342
feudal	793
fever	1487
feverfew	13
few	46471
fey	53
fez	39
fiacre	1
fiancee	155
fiasco	245
fiat	361
fib	54
fiberglass	112
fibre	2813
fibreoptic	10
fibril	37
fibrillate	40
fibrin	39
fibrinolysis	36
fibroblast	100
fibroid	31
fibromyalgia	6
fibrosis	291
fibrovascular	1
fibula	10
fice	2
fiche	17
fichu	4
fickle	138
fiction	2712
fictitious	170
fictive	14
ficus	21
fid	13
fiddle	919
fiddlesticks	9
fiddly	73
fide	314
fidelity	478
fidget	219
fiducial	4
fiduciary	289
fie	15
fief	148
field	22663
fieldfare	15
fiend	214
fierce	2552
fiery	472
fiesta	206
fife	421
fight	17918
figment	81
figurative	181
figure	37749
figurine	116
figwort	3
fil	43
fila	15
filament	212
filamentary	1
filaria	19
filch	34
file	10672
filet	16
filial	57
filibuster	36
filigree	64
fill	12913
filles	9
fillet	223
fillip	69
filly	208
film	15171
filo	59
filofax	61
filter	3503
filth	952
fin	691
finagle	3
final	31619
finale	359
finance	28354
finca	7
finch	372
find	101596
fine	16324
fined	1836
finesse	156
finger	9083
fingerling	4
finial	45
finicky	34
finis	11
finish	15439
finite	682
fink	83
fino	5
fiord	132
fir	246
fire	18968
firearm	461
firebrand	48
firefight	203
firework	510
firkin	17
firm	16524
firma	19
firmament	43
firman	10
firms	7478
firmware	23
first	125990
firsthand	23
firth	362
fiscal	1369
fish	16161
fishguard	22
fishtail	10
fishwife	15
fissile	18
fission	96
fissiparous	10
fissure	214
fist	1683
fistic	5
fisticuff	24
fistula	85
fit	18562
fitch	70
fitful	120
fitment	51
five	67137
fiver	548
fix	9305
fixate	335
fixative	53
fixture	889
fizz	315
fizzle	82
flab	41
flabbergasted	45
flabby	104
flaccid	41
flackery	3
flag	2113
flagellant	31
flagellate	44
flagellum	18
flageolet	12
flagging	342
flagitious	2
flagon	43
flagrant	131
flagstone	98
flail	238
flair	362
flak	223
flake	679
flam	26
flambeau	13
flamboyant	323
flame	2632
flamenco	71
flamingo	140
flammable	144
flan	60
flange	57
flank	1508
flannel	263
flap	1124
flapjack	7
flapper	28
flare	1181
flash	3239
flashlight	78
flashpoint	62
flashy	138
flask	361
flat	9809
flatbed	13
flats	1876
flatter	1117
flatulent	50
flatus	16
flaunt	187
flautist	32
flavin	14
flavonoid	17
flavour	2242
flaw	1017
flax	124
flay	89
flea	359
fleck	244
fledge	433
flee	2160
fleece	304
fleet	2379
fleeting	489
flense	4
flesh	2729
fleshpot	12
fletch	15
fleurs	28
flex	551
flexi	49
flexible	4747
flexion	15
flexor	19
flexural	15
flexure	33
flibbertigibbet	6
flic	27
flick	1299
flicker	1214
flight	6694
flimsy	297
flinch	391
flinder	2
fling	1509
flint	623
flintlock	10
flip	853
flippant	123
flipper	65
flipside	18
flirt	540
flit	241
flitch	7
flitter	15
float	3590
floc	8
flocculate	30
flock	1391
floe	39
flog	281
flood	3509
floor	13099
floosie	2
floozy	12
flop	1136
flora	1010
floral	446
florescent	2
floret	28
floribunda	18
florid	132
florilegium	1
florin	53
florist	152
floruit	386
floss	95
flotation	289
flotilla	219
flotsam	60
flounce	92
flounder	283
flour	1147
flourish	1561
flout	229
flow	8562
flower	8872
flub	1
fluconazole	4
fluctuate	1386
flue	239
fluence	4
fluent	647
fluff	421
fluid	2165
fluke	160
flume	20
flummery	5
flummox	22
flump	4
flunk	17
flunkey	35
fluorescein	26
fluorescent	473
