word	lemma
lugubrious	84
lugworm	18
lukewarm	173
lull	367
lullaby	53
lumbago	13
lumbar	60
lumber	289
lumberjack	38
lumen	196
lumina	7
luminal	118
luminary	77
luminescence	107
luminist	1
luminol	13
luminous	395
lummox	2
lump	1882
lumpectomy	5
lumpen	23
lumpenproletariat	11
lunacy	90
lunar	270
lunate	1
lunatic	343
lunch	5858
luncheon	375
lune	42
lunette	11
lung	1798
lunge	294
lungwort	4
lunt	20
lunula	4
lupin	46
lupine	1
lupus	52
lurch	580
lurcher	50
lure	705
lurex	40
lurgy	2
lurid	185
lurk	689
luscious	112
lush	456
lust	644
lustre	238
lustrum	3
lute	133
lutea	13
lutein	1
luteum	4
luthier	12
luvvie	15
luxate	1
luxe	81
luxuriate	43
luxury	2639
lyase	2
lycee	8
lyceum	62
lychee	15
lychgate	6
lychnis	6
lycopene	1
lycopod	9
lycopodium	13
lycra	78
lye	17
lymph	189
lymphadenitis	6
lymphadenopathy	18
lymphatic	46
lymphoblastic	18
lymphocyte	413
lymphoid	81
lymphoma	313
lynch	433
lynx	142
lyre	71
lyric	1163
lys	52
lysate	52
lyse	28
lysine	47
lysis	78
lysosome	66
lysozyme	67
lytic	27
maar	3
maasai	17
macabre	152
macadamed	31
macadamia	2
macaque	62
macarena	2
macaroni	39
macaronic	1
macaroon	14
macaw	41
macchia	2
mace	199
macerate	10
mach	203
machair	84
machete	65
machina	25
machination	85
machine	16836
machismo	69
macho	289
mackerel	152
mackle	5
macrame	5
macro	404
macrobiotic	13
macrocosm	14
macroeconomic	375
macroeconomist	17
macromolecule	24
macromolecules	29
macron	1
macrophage	188
macrophyte	1
macros	65
macroscopic	139
macs	104
macula	8
macular	7
mad	4322
madam	1788
madcap	44
mademoiselle	205
madisonian	1
madonna	716
madrasa	2
madre	23
madrigal	190
madrone	2
maelstrom	81
maenad	4
maes	11
maestoso	5
maestri	3
maestro	157
mafia	423
mafic	5
mafioso	16
magazine	6515
mage	69
magenta	79
maggot	382
magic	4461
magister	38
magisterial	67
magisterium	11
magistrate	2846
maglev	5
magma	247
magmatic	23
magnanimity	40
magnanimous	67
magnate	369
magnesia	33
magnesium	254
magnet	2371
magnetite	34
magneto	27
magnetometer	21
magnetosphere	48
magnetron	24
magnificat	39
magnificent	2248
magnifico	5
magnify	527
magniloquent	1
magnitude	1036
magnolia	112
magnox	80
magnum	133
magpie	199
maguey	1
magus	81
maharajah	84
maharishi	26
mahdi	76
mahjong	1
mahogany	585
mahonia	12
mahout	13
maid	1179
maiden	673
maidenhair	15
maidenhood	4
mail	4317
maillot	9
mailshot	45
maim	146
main	33065
mainframe	1148
mainstay	150
maintain	16656
mairs	4
mais	49
maisonette	87
maist	2
maize	329
majestic	338
majesty	1085
majeure	38
majlis	115
majolica	36
major	28973
majordomo	11
majorette	18
majority	10029
majors	594
majuscule	6
make	223856
makeshift	252
makeup	168
makeweight	17
maki	3
malabsorption	112
malachite	28
maladjusted	45
maladministration	89
maladroit	10
malady	57
malaise	153
malaprop	10
malar	4
malaria	344
malarkey	17
malcontent	40
male	13507
malediction	5
malefaction	2
malefactor	31
malefic	2
maleficent	3
malevolent	212
malfeasance	4
malform	75
malfunction	149
malian	9
malice	320
malicious	442
malign	693
malinger	33
mall	344
mallard	139
malleable	115
mallee	14
mallet	192
malleus	17
mallow	29
malm	8
malmsey	8
malnourished	56
malnutrition	191
malodorous	22
maloti	6
malpractice	167
malt	496
maltose	1
maltreat	59
maltster	52
malus	6
mama	905
mamba	32
mambo	44
mameluke	31
mamie	7
mamluk	8
mammal	1539
mammary	18
mammogram	24
mammon	27
mammoth	228
man	99863
mana	24
manacle	25
manage	59902
manana	3
manatee	12
manche	18
manchet	5
manciple	14
mandala	12
mandamus	70
mandarin	329
mandate	763
mandatory	985
mandible	195
mandolin	56
mandrake	20
mandrel	9
mane	203
manege	1
manga	25
manganese	111
mange	68
mangel	8
manger	98
mangetout	13
mangle	190
mango	150
mangold	8
mangonel	15
mangosteen	2
mangrove	82
manhandle	78
mania	198
maniac	239
manic	280
manics	14
manicure	152
manifest	2262
manifesto	837
manifold	169
manihot	3
manikin	41
manilla	22
manioc	7
manipulate	2516
manitou	15
mankind	807
manky	10
manna	63
mannequin	59
manner	6907
mannerism	154
mannerist	25
mannitol	15
mannose	15
mano	22
manoeuvre	1388
manometer	13
manometry	119
manor	2082
manova	3
manque	5
mansard	12
manse	101
mansion	808
manslaughter	506
manta	23
mantelet	2
mantelpiece	349
mantic	2
mantilla	17
mantis	72
mantissa	13
mantle	606
mantlepiece	30
mantra	78
mantric	2
manual	3201
manufactory	41
manufacture	12007
manumit	20
manure	356
manus	9
manuscript	1356
many	89002
manzanilla	8
manzanita	1
map	6989
maple	426
maquette	16
maquiladora	9
maquis	28
mar	1376
marabou	7
marabout	2
maraca	6
marae	1
maraschino	5
marasmus	2
marathon	1073
maraud	153
maravilla	12
marble	1685
marcasite	4
march	16188
marche	43
marched	2024
marchesa	5
marchese	6
marchioness	66
mardi	19
mare	860
maremma	2
marengo	7
margarine	323
margarita	36
margin	5718
marginalia	9
margrave	16
mariachi	3
mariculture	1
marigold	98
marijuana	138
marimba	12
marina	487
marinade	81
marinara	4
marinate	83
marine	2163
mariner	268
marines	388
marionette	36
marish	5
marist	7
marital	868
maritima	61
maritime	570
marjoram	47
mark	26447
market	43184
markka	19
marksman	159
marl	40
marlin	102
marly	8
marmalade	239
marmite	124
marmoreal	2
marmoset	20
marmot	28
marocain	3
maroon	236
marque	91
marquee	263
marquess	169
marquetry	68
marquis	304
marram	24
marron	29
marrow	359
marry	22661
marsala	9
marseillaise	28
marsh	1604
marshal	2648
marshmallow	45
marsupial	89
mart	133
martagon	7
martello	18
marten	163
martial	533
martinet	28
martingale	7
martini	140
martlet	4
martyr	668
marvel	2382
marzipan	176
masa	5
masala	35
mascara	162
mascarpone	7
mascot	115
masculine	1073
maser	41
mash	437
mashie	4
masjid	26
mask	2528
masochism	79
masochist	45
masochistic	97
masonry	344
masons	247
masque	78
masquerade	216
mass	9111
massa	17
massacre	844
massage	885
masse	122
masseur	17
masseuse	18
massif	129
massive	4634
massy	5
mast	664
mastaba	4
mastectomy	30
master	9633
masterpiece	581
mastic	62
masticate	14
mastiff	33
mastitis	34
mastodon	8
mastoid	6
masturbate	271
mat	1084
matador	41
match	16232
matchplay	59
matchstick	116
mate	4078
matelot	8
mater	69
materia	52
material	21027
materialize	480
materiel	10
maternal	731
maternity	712
mathematics	4727
matic	38
matin	19
matinee	98
matiness	2
matins	45
matriarch	53
matricide	4
matriculate	119
matrilineage	6
matrilineal	51
matrilocal	1
matrimony	377
matrix	1795
matron	432
matt	1098
matte	47
matter	31530
mattock	27
mattress	605
mature	4577
matutinal	1
matza	42
matzo	25
maudlin	67
mauger	11
maul	233
maun	6
maund	4
maunder	27
mausolea	3
mausoleum	139
mauve	239
maven	8
maverick	162
mavin	6
maw	72
mawkish	27
maxi	77
maxilla	112
maxillofacial	2
maxim	902
maxima	68
maximal	204
maximin	12
maximise	1425
maximum	6404
may	128063
mayan	41
maybe	10023
mayday	64
mayflower	21
mayfly	35
mayhap	10
mayhem	165
mayonnaise	203
mayor	2524
maypole	91
mayweed	3
maze	517
mazurka	18
mazy	11
mead	310
meadow	1196
meadowlark	2
meagre	425
meal	6655
mealie	4
mealworm	4
mealy	45
mealybug	2
mean	91891
meander	336
meaner	165
meantime	1389
meanwhile	4734
measles	240
measly	33
measure	21710
meat	3924
meatus	16
meccano	46
mechanic	3455
mechanise	437
mechanism	4938
meconium	10
medal	1860
medallion	172
meddle	207
media	8139
mediagenic	1
medial	72
median	954
mediant	10
mediastinal	22
mediate	1686
medic	190
medica	47
medical	9554
medicament	9
medication	600
medicine	3640
medico	51
medieval	2727
mediocre	274
meditate	899
medium	4306
medius	4
medlar	12
medley	148
medulla	26
medusae	7
meed	9
meek	347
meerkat	17
meerschaum	4
meet	55096
mega	337
megabit	42
megabyte	1524
megacity	3
megadeal	1
megafauna	6
megahertz	1297
megalith	44
megalomania	76
megalopolis	10
megaparsec	3
megaphone	46
megapixel	1
megapode	5
megastar	38
megastore	22
megaton	38
megawatt	376
megrim	3
mein	38
meiosis	33
meiotic	44
melamed	3
melamine	26
melancholy	470
melange	16
melanin	27
melanism	32
melanocyte	21
melanoma	135
melanosis	1
melatonin	36
meld	44
melee	55
melia	37
meliorate	4
melisma	8
mell	25
mellifluent	2
mellifluous	22
mellitus	69
mellow	327
melodeon	6
melodrama	175
melodramatic	124
melody	1180
melon	301
melt	2030
member	53679
membrane	1369
meme	97
memento	185
memo	460
memoir	652
memoire	31
memorabilia	159
memorable	961
memorandum	1069
memoriam	27
memory	11948
memsahib	3
menace	1037
menage	18
menagerie	59
menarche	20
mend	728
mendacious	18
mendacity	11
mendelian	34
mendicant	22
menhir	9
menial	112
meningeal	1
meninges	1
meningitis	234
meningococcus	16
meniscus	12
mennonite	8
menopause	267
menorah	1
menorrhagia	10
mensa	49
mensch	10
mense	1
menses	13
menstruate	378
mensural	10
mensuration	2
ment	38
mental	8139
mentha	10
menthol	11
mention	12504
mentis	13
mentor	329
menu	2041
meow	54
mep	111
mephitic	8
mer	91
mercantile	238
mercator	37
mercenary	309
mercerise	8
mercery	4
merchandise	351
merchant	2979
merci	26
mercurial	95
mercury	1146
mercy	1724
merde	13
mere	10898
meretricious	28
merge	3681
meridian	130
meringue	75
merino	17
meristem	3
merit	2363
meritocracy	84
meritorious	38
merk	3
merlon	5
merlot	11
mermaid	139
merman	15
meronym	3
merry	821
merseysider	52
mes	52
mescal	9
mescaline	13
mesdames	3
mesencephalic	1
mesenchymal	26
mesentery	44
mesh	629
meshuga	1
mesial	3
mesic	48
mesmerise	212
mesmerism	41
mesne	18
meso	25
mesoamerican	5
mesoderm	23
mesolithic	21
mesomorph	5
meson	56
mesophilic	1
mesosphere	1
mesothelioma	11
mesozoic	128
mesquite	5
mess	3077
message	8791
messenger	683
messiah	521
messieur	15
messrs	299
messuage	11
mestiza	1
mestizo	48
meta	120
metabolic	364
metabolise	76
metabolism	495
metabolite	96
metacarpal	7
metacarpus	1
metacognition	1
metadata	6
metafiction	13
metal	6323
metalanguage	8
metalinguistic	33
metallica	51
metallurgy	166
metamorphic	68
metamorphose	240
metanarrative	6
metanoia	3
metaphor	1611
metaphysic	547
metaphysician	12
metaplasia	172
metastable	14
metastasis	98
metastasise	10
metatarsal	6
metatextual	1
metathesis	2
metazoa	58
mete	120
metempsychosis	12
meteor	375
meteoroid	1
meteorological	225
meteorology	98
meth	42
methacrylate	49
methadone	79
methane	344
methanol	148
methicillin	1
methionine	48
method	19602
methotrexate	8
methuselah	11
methyl	224
methylated	112
methylene	46
methylphenidate	2
meticais	12
metical	3
meticulous	480
metier	10
metis	3
metonymy	41
metope	50
metre	5930
metricate	9
metro	450
metrology	5
metronidazole	64
metronome	56
metroplex	2
metropolis	231
metropolitan	1711
mettle	80
mettlesome	4
mew	179
mewl	11
meze	2
mezereum	2
mezuzah	3
mezzanine	76
mezzo	31
mezzotint	8
mfg	5
miaoue	2
miaow	51
miasma	51
mica	85
micelle	37
mickle	3
micra	20
micro	1266
microbe	231
microbiology	173
microcassette	2
microcellular	2
microcephaly	12
microchip	96
microcircuit	3
microcirculation	23
microclimate	12
microcode	28
microcomputer	741
microcontrol	25
microcosm	117
microeconomic	87
microelctronics	41
microelectronics	158
microenvironment	21
microfabrication	1
microfiche	72
microfilm	186
microflora	19
microgram	27
micrograph	46
microgravity	15
microhabitat	19
microlight	91
micromachine	2
micromechanics	1
micrometeorite	4
micrometre	68
micron	154
micronutrient	5
microorganism	155
microphone	969
microprobe	26
microprocessor	485
microscope	1181
microsecond	17
microsphere	4
microstructure	26
microsurgery	14
microswitch	7
microsystem	814
microtitre	30
microtubule	15
microvascular	25
microwave	750
microworld	8
mics	11
micturate	19
midas	44
midden	26
middle	15490
middlebrow	8
middy	23
midge	175
midget	74
midline	41
midrash	3
midriff	68
mids	9
midshipman	70
midsole	98
midst	642
midwife	621
mien	31
mieux	15
mifepristone	5
miff	54
mig	147
might	59502
mighty	1196
mignon	13
mignonette	9
migraine	218
migrant	708
migrate	2342
miked	12
mikveh	2
milady	9
milage	2
milch	12
mild	2430
mildew	102
mile	14900
milfoil	6
miliary	10
milieu	183
militant	1178
military	11950
militate	129
militia	603
milk	5531
milksop	3
milkweed	10
milkwort	3
mill	8116
millenarian	39
millenary	2
millennium	456
millet	197
milliard	6
millibar	10
milligram	1538
millilitre	3032
millimetre	382
milliner	58
million	28347
millionaire	619
millipede	32
millisecond	126
millivolt	17
millstone	102
milo	67
milometer	14
milord	14
milos	20
milquetoast	1
milt	14
mim	21
mime	332
mimeograph	4
mimesis	24
mimetic	53
mimic	641
mimosa	49
minaret	54
minatory	7
mince	429
mind	33146
mindset	12
miner	5908
mineral	2522
mineralogy	74
minerology	41
minestrone	10
mingle	641
mingy	8
mini	1841
miniature	1065
minibar	46
minibus	268
minicar	3
minicomputer	94
minidisc	1
minidress	1
minilab	3
minim	49
minima	63
minimal	1583
minimax	16
minimis	28
minimise	1586
minimum	5044
minion	81
miniscule	21
miniseries	2
miniskirt	14
minister	32026
ministration	58
ministry	5481
minium	2
minivan	6
mink	282
minke	80
minnow	110
minny	24
minor	9451
minotaur	41
minster	279
minstrel	120
mint	821
minted	112
minuet	92
minus	1853
minuscule	107
minute	29613
minuted	42
minutely	114
minuteman	20
minutia	89
minx	38
minyan	4
mio	26
mirabilis	37
miracle	1566
miraculous	562
mirador	4
mirage	166
miras	29
mire	157
miri	7
mirror	4929
mirth	228
miry	5
misanthrope	28
misappropriate	137
miscarry	334
miscegenate	16
miscellaneous	248
miscellany	72
mischief	747
miscible	35
misconceive	81
misconception	242
misconduct	322
miscreant	48
miscue	33
misdeed	53
misdemeanor	5
misdemeanour	163
mise	20
miser	108
miserable	1443
miserere	15
misericord	6
misery	1289
misfeasance	9
misfit	68
misfortune	462
misgiving	321
misguided	338
mish	38
mishap	163
mishmash	24
mislay	70
misnomer	96
miso	11
misogyny	114
misplace	298
misrepresent	462
miss	11976
missa	40
missal	34
missed	8772
missel	6
missense	6
missile	1932
mission	4119
missive	59
mist	1650
mistake	7456
mister	66659
mistletoe	127
mistral	41
mistress	1219
mistrust	289
mite	323
mitigate	518
mitochondria	203
mitogen	58
mitomycin	4
mitosis	23
mitotic	66
mitral	6
mitre	130
mitt	69
mitzvah	19
mix	8810
mixture	3485
mizenmast	1
mizzen	13
mnemonic	93
moa	12
moan	1104
moat	343
mob	929
mobile	3441
mobilise	1004
mobster	41
moccasin	20
mocha	14
mochi	1
mock	1769
mockery	357
mod	496
modal	277
modality	97
mode	4054
model	20313
modem	467
moderate	2049
moderated	384
moderation	293
moderato	6
modern	16106
moderne	50
modest	2884
modicum	74
modify	4992
modulate	416
module	6719
modulo	4
modulus	244
modus	107
moet	30
mog	7
moggy	47
moghul	106
mogul	212
mohair	57
mohawk	41
moi	240
moiety	45
moil	12
moire	14
moist	712
moisture	1022
mojave	16
mojo	33
moke	11
molal	19
molar	489
molasses	40
mole	529
molecule	3634
moleskin	24
molest	195
moll	59
mollies	25
mollify	75
mollusc	260
mollycoddle	21
moloch	63
molten	257
molto	12
moly	8
molybdenum	27
mome	9
moment	24753
momenta	7
momento	12
momentous	282
momentum	965
momzer	2
monad	36
monarch	2214
monastery	939
monastic	490
monaural	3
monazite	4
monday	6133
monde	318
mondes	4
mondo	13
monetary	3168
monetise	22
money	37920
monger	57
mongol	271
mongoloid	7
mongoose	37
mongrel	95
monicker	22
monistic	65
monition	1
monitor	6358
monk	1427
monkey	1124
monkeyshine	3
monkfish	27
mono	187
monoamine	15
monoceros	6
monochrome	174
monocle	55
monoclonal	227
monocoque	13
monocotyledon	14
monocular	18
monoculture	52
monocyte	46
monody	18
monoecious	2
monofilament	32
monogamy	172
monoglot	7
monogram	80
monograph	306
monolayer	59
monolingual	42
monolith	244
monologue	203
monomaniac	12
monomer	80
mononuclear	101
mononucleosis	6
monophyletic	10
monoplane	29
monopole	36
monopoly	2670
monopsony	2
monorail	24
monos	3
monosaccharide	5
monosodium	15
monosyllable	117
monotheistic	82
monotone	80
monotonic	52
monotony	406
monotype	63
monounsaturated	5
monovalent	1
monoxide	290
monozygotic	19
monseigneur	7
monsieur	559
monsignor	47
monsoon	177
monster	2175
monstrance	12
montage	78
montane	26
month	43031
monument	1739
moo	67
mooch	52
mood	4043
mool	4
moon	3159
moonflower	3
moonie	54
mooning	38
moonlighted	31
moonshine	25
moonshot	3
moonstone	13
moonwalk	8
moor	2083
moose	99
moot	294
mop	570
mope	120
mopeds	17
moppet	5
moquette	15
mora	5
moraine	50
moral	7726
morale	1028
morass	71
moratorium	216
moray	217
morbid	588
morbific	2
morceaux	5
mordant	37
mordent	1
more	209874
morel	94
morelle	3
morello	12
moreover	4229
mores	124
morgen	18
morgue	68
moribund	118
mormon	58
morning	21139
moron	109
morose	186
morph	25
morpheme	133
morphia	21
morphine	169
morpho	9
morphogenesis	45
morphology	631
morphometric	39
morro	5
morrow	232
mors	4
morsel	143
mort	78
mortadella	7
mortal	3577
mortar	792
morte	34
mortem	348
mortgage	4042
mortician	14
mortify	134
mortis	45
mortise	97
mortmain	17
morts	7
mortuary	235
morula	4
mosaic	1411
mosey	20
mosh	9
mosque	412
mosquito	485
moss	1088
most	102116
mot	151
mote	69
motel	175
motet	128
moth	588
mother	28992
motherfucker	22
mothy	2
motif	1351
motile	7
motility	323
motion	5856
motive	5581
motivic	6
motley	137
moto	50
motocross	23
motor	7045
motorcade	33
motoric	4
mottle	159
motto	350
moue	9
moufflon	2
mould	1550
moulder	71
moulding	855
moulin	38
moult	163
mound	718
mount	5498
mountain	7472
mountebank	8
mountie	32
mourn	940
mournful	184
mouse	3077
mouser	15
moussaka	14
mousse	241
moustache	673
mouth	10494
mouvement	82
move	65658
movie	2928
movimiento	34
mow	532
moxie	32
mozzarella	46
mrs	21199
ms	2572
msg	23
much	90827
muchacho	2
mucilage	6
mucin	41
mucinous	4
muck	635
muckle	28
mucoid	12
mucopolysaccharide	10
mucus	2080
mud	2681
muddle	580
mudlark	9
mudrock	7
muesli	85
muezzin	23
muff	40
muffin	90
muffle	442
mufti	203
mug	1022
mugged	376
muggins	11
muggs	4
muggy	27
mugshot	6
mugwort	5
mugwump	3
mujaheddin	179
mujahedeen	40
mujahedin	44
mulatto	10
mulberry	132
mulch	119
mulct	6
mule	339
muleta	1
muley	3
mull	277
mullah	69
mullein	12
mullet	30
mulligatawny	5
mullion	53
multi	3858
multicell	35
multicentre	31
multicolored	1
multicoloured	57
multicomponent	6
multicultural	254
multidimensional	39
multidirectional	1
multidisciplinary	192
multifarious	57
multiform	8
multifunctional	19
multilateral	307
multilayered	5
multilevel	20
multilingual	79
multimedia	931
multimillion	26
multimillionaire	5
multimode	19
multinational	811
multiparous	8
multiparty	489
multiple	2722
multiplex	40
multiplicand	23
multiplicity	276
multiply	1793
multipoint	32
multipolar	12
multiprocessor	296
multipurpose	17
multiracial	62
multispectral	17
multistage	4
multisystem	4
multitasking	23
multitude	548
multivalent	5
multivariate	90
multivitamin	21
multivocal	1
mum	11806
mumble	633
mumbo	45
mummer	78
mummies	113
mumps	27
mun	20
munch	267
munchkin	6
mundane	435
mung	7
municipal	1059
munificent	31
muniment	12
munition	170
munnion	7
muntjac	17
muon	111
muppets	60
mura	10
mural	391
murder	9615
mure	24
murex	8
muriate	2
murid	19
murine	68
murky	288
murmur	2513
murrain	7
murre	4
murrelet	3
murrey	5
musak	5
musca	4
muscadet	11
muscadine	2
muscatel	14
muscle	3969
muscular	630
musculature	50
musculoskeletal	11
muse	746
museo	59
museology	14
musette	19
museum	8167
mush	136
musher	12
mushroom	989
music	20403
musicale	27
musicology	46
musique	59
musk	126
musket	163
muskie	6
muskrat	13
muslin	143
muss	18
mussel	286
mussy	9
must	70196
mustang	51
mustard	531
mustelid	16
muster	506
musty	138
mut	8
mutable	39
mutagen	18
mutagenesis	58
mutandis	30
mutant	687
mutate	1122
mutatis	30
mute	703
muthafucka	2
mutilate	348
mutiny	377
mutt	34
mutter	2132
mutton	196
mutual	2924
muzak	47
muzhik	4
muzzle	312
muzzy	32
myalgia	16
myasthenia	18
mycelium	14
mycobacterium	89
mycology	24
mycoplasma	18
mycotoxin	17
myelin	18
myeloid	15
myeloma	36
mylar	61
mylonite	7
mynah	126
myocardial	242
myocardium	20
myoclonus	10
myocyte	7
myoelectric	3
myogenic	4
myoglobin	14
myology	2
myopathy	27
myope	2
myopia	122
myosin	23
myosotis	4
myotonia	12
myriad	331
myriapod	3
myrica	7
myringotomy	4
myrmidon	3
myrrh	32
mystagogue	3
mystery	4305
mystic	1087
mystify	275
mystique	166
myth	2403
mythology	593
mythomania	1
mythopoeia	14
mythos	7
myxoedema	6
myxomatosis	17
naacp	16
naafi	44
naan	9
nab	150
nabis	5
nabob	7
nacelle	8
nacho	11
nacional	114
nacre	5
nacro	47
nadir	128
naevi	28
naevus	15
naff	96
nag	502
nah	220
naiad	15
nail	2433
naira	23
naive	933
naivete	24
naked	2178
naloxone	10
naltrexone	7
namby	16
name	42072
namesake	129
nance	18
nankeen	3
nanny	1520
nano	31
nanogram	4
nanometre	27
nanoparticle	1
nanosecond	17
nanotechnology	4
nanotube	7
nap	275
napa	13
napalm	48
nape	221
napery	2
naphtha	26
naphthalene	16
napkin	303
nappa	4
nappe	12
nappy	399
naproxen	3
nar	28
narcissist	91
narcissistic	64
narcissus	98
narco	16
narcolepsy	7
narcosis	4
narcotic	222
nard	2
nare	12
nark	45
narrate	2525
narrow	7537
narthex	53
narwhal	26
nary	10
nasal	300
nascent	96
nasogastric	56
nasopharynx	9
nasturtium	43
nasty	2039
nation	53721
nationale	122
nationality	1003
native	3045
nativity	116
natron	13
natter	60
natterjack	13
natty	64
naturalise	181
nature	38034
naturism	36
naturopathy	15
naughty	720
nauplii	15
nausea	460
nauseam	32
nautch	6
nautical	139
nautilus	31
nave	457
navel	133
navigable	70
navigate	1415
navvy	82
navy	3603
naw	69
nay	291
nazionale	43
neanderthal	99
neap	14
near	38128
neat	3125
nebbish	2
nebula	92
nebulize	24
nebulous	85
necessary	25779
necessitate	715
necessity	2019
neck	6219
neckerchief	9
necklace	383
necromancy	51
necrophilia	11
necropolis	31
necropsy	51
necrosis	146
nectar	167
nectarine	36
nee	114
need	93170
needle	2448
needlepoint	12
needy	257
neem	7
neep	35
nefarious	36
negate	407
negative	5337
neglect	2661
negligee	13
negligent	1759
negligible	493
negotiable	184
negotiate	9438
negritude	3
negro	242
negroid	18
negus	24
neigh	48
neighbour	8090
nein	27
neither	7958
nellist	32
nematic	8
nematode	122
nemesis	68
neocortex	40
neodymium	17
neologism	20
neon	289
neonatal	149
neonate	53
neophyte	33
neoplasia	80
neoplasm	49
neoprene	21
neots	12
nepal	506
nepenthe	1
nephew	845
nephrite	30
nephritis	16
nephrology	7
nephropathy	38
nephrotoxic	12
nepotism	74
nerd	22
nereid	9
neroli	22
nerve	2707
nervosa	176
nervous	3877
nervy	61
nescience	2
nest	2474
nestle	430
net	6867
nether	261
nets	1437
netsuke	5
nett	33
nettle	301
netware	514
network	10001
neuk	6
neum	3
neural	535
neuralgia	27
neurasthenia	8
neuritis	3
neuro	53
neuroanatomy	3
neurobiology	29
neuroblastoma	11
neurochemistry	11
neurodegenerative	5
neurodevelopment	1
neuroendocrine	9
neurofibroma	1
neurofibromatosis	1
neurogenic	13
neurology	299
neuroma	1
neuromuscular	39
neuron	593
neurone	196
neuropathic	16
neuropathy	130
neuropeptide	60
neurophysiological	91
neuropsychiatry	8
neuropsychology	52
neuroscience	37
neuroscientist	16
neurosis	183
neurosurgery	50
neurotic	304
neurotoxic	10
neurotoxin	9
neurotransmitter	148
neurovascular	1
neuter	106
neutral	2848
neutrino	185
neutron	533
neutropenia	6
neutrophil	227
neve	12
never	53557
nevertheless	7045
neveu	10
new	133652
newel	19
newfangled	11
newie	5
news	14361
newsagent	314
newshound	13
newspaper	8277
newspeak	10
newsprint	95
newt	143
newtons	20
next	45326
nexus	121
ngoma	2
ngultrum	5
nhl	10
niacin	7
nib	74
nibble	331
niblick	5
nicad	21
nicam	27
nice	14266
nicety	139
niche	568
nick	3568
nickel	216
nickelodeon	7
nicker	11
nickname	680
nicotiana	10
nicotine	214
nictate	1
nidus	4
niece	558
niello	19
nifedipine	18
nifty	59
niggardly	22
nigger	235
niggle	207
nigh	146
night	39187
nightclub	433
nighthawk	10
nightie	96
nightingale	243
nightjar	30
nightmare	1757
nightshade	30
nightstick	12
nigra	33
nihil	8
nihilism	77
nil	915
nilgai	5
nilly	73
nim	26
nimble	189
nimbus	91
nimby	16
nimrod	36
nincompoop	5
nine	30873
ninja	58
ninny	21
ninon	4
niobium	9
nip	582
nipa	5
nipper	38
nipple	373
nirvana	217
nisei	1
nisi	22
nisus	4
nit	100
nitpick	11
nitrate	679
nitric	120
nitride	4
nitrify	5
nitrite	104
nitro	30
nitrocellulose	33
nitrogen	953
nitroglycerine	15
nitrosamine	5
nitrous	70
nitty	50
nitwit	8
nix	40
nizam	5
no	273619
nob	48
nobble	35
noble	2907
noblesse	27
nociceptor	35
nock	26
noctuid	6
nocturnal	229
nocturne	37
nod	6032
noddle	10
node	1414
nodule	186
noetic	1
nog	11
noggin	26
noh	10
noir	189
noire	36
noise	6719
noisette	13
noisome	17
nolo	2
nom	39
nomad	465
nomarch	3
nomenclature	161
nomenklatura	35
nomina	3
nominal	1094
nominalism	23
nominate	2126
nominative	8
nominee	344
nomogram	4
nomothetic	1
noms	4
nonage	1
nonagenarian	12
nonagon	3
nonce	16
nonchalant	195
noncommittal	28
nondescript	76
none	9068
nonentity	35
nones	10
nonetheless	1297
nonpareil	7
nonplussed	64
nonsense	1755
noodle	150
nook	130
nooky	13
noon	762
noose	91
nope	139
nor	12039
noradrenaline	36
nord	88
nordic	203
norepinephrine	6
nori	7
norite	4
norm	1908
normal	21304
normative	328
norse	208
norte	29
north	26215
northern	10970
nose	4954
nosegay	8
nosh	33
nosocomial	12
nosology	2
nostalgia	487
nostalgic	304
nostra	28
nostril	506
nostro	46
nostrum	24
nosy	160
not	763344
nota	7
notary	64
notate	595
notch	428
note	28412
notice	16774
notification	409
notify	982
notion	4510
notional	300
notoriety	143
notorious	1366
notturno	6
notwithstanding	727
nougat	14
nought	575
noumenon	13
noun	945
nourish	571
nous	56
nouveau	278
nouvel	28
nouvelle	77
novae	12
novas	9
novation	37
novel	6360
novella	30
novelty	574
november	13025
novena	16
novice	686
novitiate	8
novo	58
novocaine	7
novus	26
now	139604
nowadays	1568
nox	76
noxious	176
nozzle	245
nth	35
nuance	234
nub	81
nubbin	3
nubia	13
nubian	36
nubile	28
nuchal	3
nuclear	8503
nuclease	44
nucleate	35
nucleation	112
nucleic	146
nucleon	21
nucleoside	18
nucleosynthesis	5
nucleotide	347
nucleus	967
nuclide	11
nude	621
nudge	485
nugatory	16
nugget	87
nuggety	2
nuisance	1036
nuke	32
null	486
nulliparous	8
numan	21
numb	595
number	61788
numbskull	11
numeracy	117
numeral	104
numerate	41
numerator	52
numeric	1143
numerology	20
numerous	3192
numinous	13
numismatic	27
nun	1031
nunatak	4
nunc	17
nunciature	8
nuncio	27
nuptial	59
nurse	8995
nursery	2103
nurture	563
nut	1632
nutcase	23
nuthatch	22
nutmeg	143
nutrient	741
nutriment	9
nutrition	1066
nutritious	157
nutritive	20
nutter	102
nutty	535
nuzzle	105
nylon	764
nymph	172
nymphet	10
nymphomaniac	18
nystagmus	13
nystatin	15
oaf	51
oak	1985
oakum	11
oar	205
oasis	314
oast	31
oath	704
oats	337
obduracy	22
obdurate	47
obeah	2
obeisance	34
obelisk	70
obese	385
obey	2308
obfuscate	56
obi	2
obiter	83
